Country;Year;Continent;Least Developed;Life Expectancy;Population;CO2 emissions;Health expenditure;Electric power consumption;Forest area;GDP per capita;Individuals using the Internet;Military expenditure;People practicing open defecation;People using at least basic drinking water services;Obesity among adults;Beer consumption per capita
Angola;2003;Africa;TRUE;48.44;18121477;0.924869437;3.54797316;86.01883921;60.99577043;3823.350144;0.370682065;3.761479074;38.48664423;44.3638732;3.5;1.32056
Angola;2004;Africa;TRUE;49.263;18758138;0.930262948;3.96720099;95.85311396;60.55054624;4208.038928;0.464814618;3.471180187;37.01114547;45.35133457;3.7;1.44496
Angola;2005;Africa;TRUE;50.165;19433604;0.813539291;2.85219693;87.53534066;60.10532205;4818.776561;1.143366827;3.692240947;35.53136957;46.33601912;3.9;2.39736
Angola;2006;Africa;TRUE;51.143;20149905;0.821840076;2.68553662;109.2952187;59.66009786;5344.22385;1.5;3.761495305;34.24672633;47.15022864;4.1;2.7311
Angola;2007;Africa;TRUE;52.177;20905360;0.811753508;2.97438812;144.7153225;59.21487367;6031.482423;1.7;3.114054493;32.95844872;47.96147053;4.3;2.90574
Angola;2008;Africa;TRUE;53.243;21695636;0.888658009;3.32290483;133.2672578;58.76964947;6584.875135;1.9;3.573120364;31.66557533;48.77040378;4.6;3.26552
Angola;2009;Africa;TRUE;54.311;22514275;0.939403983;3.84260869;172.3848981;58.32442528;6441.035242;2.3;4.709610048;30.37016137;49.57516542;4.8;3.95114
Angola;2010;Africa;TRUE;55.35;23356247;0.976184198;2.69510007;189.2577043;57.87920109;6588.835076;2.8;4.177584566;29.0707389;50.37684093;5.1;4.23
Angola;2011;Africa;TRUE;56.33;24220660;0.985522312;2.64560795;206.4544017;57.4339761;6710.750725;4.7;3.255660351;27.76785432;51.17483374;5.3;4.43
Angola;2012;Africa;TRUE;57.236;25107925;0.950695879;2.39574957;207.0133514;56.9887511;7412.967137;7.7;3.236659499;26.46206917;51.9685411;5.6;4.59
Angola;2013;Africa;TRUE;58.054;26015786;1.036293852;2.73282766;219.2534827;56.54352611;7682.475646;13;4.455239422;25.15396967;52.75734684;5.9;4.46
Angola;2014;Africa;TRUE;58.776;26941773;1.099779111;2.43412852;280.2144821;56.09830111;8179.297828;21.4;4.698454516;23.84308961;53.5415069;6.2;4.5
Angola;2015;Africa;TRUE;59.398;27884380;1.13504405;2.60579491;312.2288945;55.65307612;7337.569901;22;3.105426293;22.53427135;54.31692835;6.5;3.25
Argentina;2000;South America;FALSE;73.576;36870796;3.587392038;8.2200098;2033.771811;12.19648554;11605.59228;7.038683086;1.148822677;2.293;96.29467974;20.5;1.79
Argentina;2001;South America;FALSE;73.755;37275644;3.360371185;8.37179756;2088.80763;12.08087142;11220.65623;9.780807285;1.184233542;2.149;96.53175832;20.9;1.9
Argentina;2002;South America;FALSE;73.932;37681743;3.117424829;7.3933115;2120.580398;11.9652573;10044.61804;10.88212438;1.091880479;2.119;96.76268593;21.4;2.08
Argentina;2003;South America;FALSE;74.107;38087866;3.351723713;6.89451599;2014.476878;11.84964318;11029.15507;11.91369655;1.060895057;2.027;96.98789954;21.8;2.03
Argentina;2004;South America;FALSE;74.28;38491970;3.672973996;7.22868299;2180.326931;11.73402906;12218.20932;16.03668411;0.883295359;1.983;97.20809699;22.3;2.04
Argentina;2005;South America;FALSE;74.451;38892924;3.753639235;7.61078882;2293.309488;11.61841495;13575.3709;17.72058337;0.847154784;1.978;97.42319597;22.8;2.42
Argentina;2006;South America;FALSE;74.62;39289876;3.94249129;7.64032841;2408.432958;11.50280083;14967.625;20.9272021;0.788233877;1.976227394;97.63347995;23.2;2.57
Argentina;2007;South America;FALSE;74.787;39684303;4.102629636;7.83455086;2374.097592;11.38718671;16590.24897;25.94663294;0.792548175;1.925728699;97.83887029;23.7;2.75
Argentina;2008;South America;FALSE;74.952;40080159;4.172388531;8.18266869;2455.656081;11.27157259;17420.68009;28.11262348;0.762756475;1.875211469;98.03963014;24.2;3.16
Argentina;2009;South America;FALSE;75.116;40482786;3.867569967;9.45598793;2772.843291;11.15595848;16330.6328;34;0.886508577;1.824743276;98.23571573;24.7;3.23
Argentina;2010;South America;FALSE;75.278;40788453;4.099689714;9.44546986;2730.123367;11.04034436;18063.91434;45;0.814878105;1.774327746;98.42725533;25.3;3.32
Argentina;2011;South America;FALSE;75.439;41261490;4.280989353;9.41821575;2877.652653;10.9587129;19322.22712;51;0.764287094;1.724886697;98.61329285;25.8;3.5
Argentina;2012;South America;FALSE;75.598;41733271;4.264223782;9.82728195;2929.075029;10.87708144;19641.35286;55.8;0.784824721;1.675980846;98.79495003;26.3;3.29
Argentina;2013;South America;FALSE;75.756;42202935;4.342115069;9.78097343;3000.603523;10.79544998;20131.68042;59.9;0.83773643;1.627158149;98.85206691;26.9;3.35
Argentina;2014;South America;FALSE;75.913;42669500;4.209095633;9.67129135;2967.376558;10.71381852;19683.77151;64.7;0.878100919;1.578222119;98.90931952;27.4;3.37
Argentina;2015;South America;FALSE;76.068;43131966;4.301913876;10.22933865;3074.702071;10.63218706;20105.19899;68.04306411;0.850128583;1.549;98.96658815;28;3.39
Armenia;2000;Asia;FALSE;71.409;3069597;1.159761363;4.19580364;1307.534428;11.68387777;2655.323984;1.300470022;3.560024873;0.075707442;95.22086305;14.4;0.18443
Armenia;2001;Asia;FALSE;71.8;3050686;1.180062452;4.64562702;1297.564469;11.67657183;2994.248091;1.631094667;3.127249385;0.075540822;95.49284638;14.6;0.23541
Armenia;2002;Asia;FALSE;72.112;3033976;1.028353516;7.61359835;1269.222726;11.66926589;3461.274065;1.960405046;2.697714749;0.075452466;95.78067376;14.9;0.1667
Armenia;2003;Asia;FALSE;72.348;3017938;1.159732241;7.17937517;1236.331467;11.66195996;4045.110743;4.575217225;2.728372214;0.075393764;96.07533883;15.1;0.16786
Armenia;2004;Asia;FALSE;72.513;3000715;1.25303469;6.05508518;1320.437994;11.65465402;4616.180285;4.899008571;2.741996705;0.069702155;96.3722248;15.4;0.21848
Armenia;2005;Asia;FALSE;72.626;2981262;1.496010763;5.86188269;1440.32339;11.64734809;5458.089259;5.252983352;2.871931363;0.064025825;96.67127128;15.7;0.27547
Armenia;2006;Asia;FALSE;72.716;2958301;1.51776299;5.85007095;1521.50331;11.64004215;6418.636417;5.631787777;2.947613156;0.058365731;96.97262891;16;0.36122
Armenia;2007;Asia;FALSE;72.815;2932615;1.773161431;5.49814558;1639.79257;11.63273621;7560.868364;6.021253397;3.042574701;0.052721077;97.27617604;16.3;0.38343
Armenia;2008;Asia;FALSE;72.946;2907615;1.956930356;6.6397624;1773.161496;11.62543028;8308.414216;6.21;3.395579363;0.047092496;97.58203679;16.7;0.41888
Armenia;2009;Asia;FALSE;73.118;2888094;1.561583601;8.44377995;1669.409464;11.61812434;7231.220897;15.3;4.157049908;0.041479516;97.89011617;17;0.32738
Armenia;2010;Asia;FALSE;73.331;2877314;1.508351244;9.23539066;1661.303268;11.61081841;7507.144766;25;4.265646056;0.035882412;98.2004766;17.5;0.4
Armenia;2011;Asia;FALSE;73.572;2876536;1.71734338;9.37587833;1726.262758;11.60351247;8025.458485;32;3.853946441;0.030301184;98.51312626;17.9;0.34
Armenia;2012;Asia;FALSE;73.82;2884239;1.983192027;9.134552;1807.034572;11.59620653;9364.375299;37.5;3.583766919;0.024735834;98.82807295;18.5;0.25
Armenia;2013;Asia;FALSE;74.056;2897593;1.89812717;10.32344532;1892.006869;11.5889006;9835.802461;41.9;3.997244557;0.019181538;99.14571586;19;0.43
Armenia;2014;Asia;FALSE;74.273;2912403;1.881607737;10.17827034;1931.258117;11.58159466;10036.88984;54.62280586;3.943378265;0.013632583;99.44055835;19.6;0.52
Armenia;2015;Asia;FALSE;74.467;2925559;1.825292244;10.11763382;1961.610395;11.57428872;9969.664854;59.10083377;4.239225786;0.011358461;99.5525667;20.2;0.49
Australia;2000;Oceania;FALSE;79.23414634;19153000;17.7230721;7.61383343;10036.45778;17.15815576;26343.0767;46.75611561;1.829841913;0;99.71229832;21;5.07
Australia;2001;Oceania;FALSE;79.63414634;19413000;17.80456395;7.69622898;10193.91218;17.12863335;27439.82779;52.68926643;1.870093879;0;99.71124501;21.7;4.8
Australia;2002;Oceania;FALSE;79.93658537;19651400;17.9819247;7.89332151;10636.37769;17.09911094;28768.72863;60.564;1.873964621;0;99.71219332;22.3;4.97
Australia;2003;Oceania;FALSE;80.23902439;19895400;17.72168373;7.90449524;10813.12273;17.06958853;29807.40956;62.757;1.846289689;0;99.73436091;22.9;4.96
Australia;2004;Oceania;FALSE;80.4902439;20127400;18.17472687;8.10948753;10434.87439;17.04006613;31407.46145;62.814;1.827410769;0;99.75634373;23.5;4.57
Australia;2005;Oceania;FALSE;80.84146341;20394800;18.14629201;7.99008226;10554.81582;17.01054372;32653.40162;63;1.80249268;0;99.77814769;24;4.62
Australia;2006;Oceania;FALSE;81.04146341;20697900;18.14145349;7.98943853;10458.45019;16.98102131;34369.61939;66;1.822330926;0;99.79977738;24.6;4.63
Australia;2007;Oceania;FALSE;81.29268293;20827600;18.52109701;8.06755352;10490.48454;16.9514989;36599.85073;69.45;1.815342245;0;99.82125589;25.1;4.63
Australia;2008;Oceania;FALSE;81.39512195;21249200;18.30374802;8.25585651;10972.89174;16.92197649;37499.52513;71.67;1.798547172;0;99.84255603;25.7;4.69
Australia;2009;Oceania;FALSE;81.54390244;21691700;18.22309955;8.56316471;10749.11055;16.89245408;40281.79967;74.25;1.926908956;0;99.86367093;26.2;4.68
Australia;2010;Oceania;FALSE;81.69512195;22031750;17.59006927;8.4308424;10791.5931;16.86293167;39336.66348;76;1.856791362;0;99.88315015;26.7;4.51
Australia;2011;Oceania;FALSE;81.89512195;22340024;17.29541584;8.54153824;10726.92818;16.95531026;42003.15806;79.48769771;1.757078228;0;99.89196863;27.3;4.31
Australia;2012;Oceania;FALSE;82.04634146;22733465;17.02204223;8.67564774;10627.29387;17.04768884;42836.67186;79;1.671015795;0;99.90076728;27.9;4.14
Australia;2013;Oceania;FALSE;82.14878049;23128129;16.44231571;8.76116371;10407.74031;17.14006743;45906.44004;83.45349717;1.639720581;0;99.90958842;28.5;4.04
Australia;2014;Oceania;FALSE;82.3;23475686;15.83042152;9.03597069;10220.8873;17.23244601;46880.89518;84;1.772233857;0;99.9614791;29.1;4.02
Australia;2015;Oceania;FALSE;82.4;23815995;15.863288;9.32758904;10071.39898;17.3248246;46248.61646;84.56051491;1.951027863;0;99.97000567;29.8;3.76
Austria;2000;Europe;FALSE;78.12682927;8011566;7.929785513;9.20371437;6972.189816;46.51163354;29376.01974;33.73013295;0.98031858;0;100;15;6.8532
Austria;2001;Europe;FALSE;78.57560976;8042293;8.444109161;9.26942921;7076.269483;46.54200194;29702.79753;39.18545018;0.908240041;0;100;15.4;6.59497
Austria;2002;Europe;FALSE;78.67804878;8081957;8.583317475;9.3947649;7333.231953;46.57237033;31178.69333;36.56;0.883527837;0;100.000003;15.8;6.58281
Austria;2003;Europe;FALSE;78.63170732;8121423;9.168343908;9.5472393;7427.656445;46.60273873;32144.24181;42.7;0.913640319;0;100.000003;16.2;6.69314
Austria;2004;Europe;FALSE;79.1804878;8171966;9.2756141;9.70939827;7695.080037;46.63310713;33773.82578;54.28;0.893480466;0;100.000003;16.6;6.68129
Austria;2005;Europe;FALSE;79.33170732;8227829;9.26611356;9.62702942;7808.157792;46.66347552;35013.71404;58;0.850142574;0;99.99999704;17;6.42642
Austria;2006;Europe;FALSE;79.8804878;8268641;8.961569195;9.5311327;7977.681597;46.69384392;37662.18517;63.6;0.785813244;0;100.0000029;17.5;6.41038
Austria;2007;Europe;FALSE;80.1804878;8295487;8.587801761;9.53209686;8244.401952;46.72421231;39430.60917;69.37;0.900457173;0;99.99999706;17.9;6.39019
Austria;2008;Europe;FALSE;80.43170732;8321496;8.49967402;9.72564602;8207.474739;46.75458071;41316.22518;72.87;0.870705123;0;100;18.3;6.36804
Austria;2009;Europe;FALSE;80.33170732;8343323;7.721143982;10.22582531;8233.014833;46.7849491;40918.13212;73.45;0.833379565;0;100;18.7;6.11278
Austria;2010;Europe;FALSE;80.5804878;8363404;8.365014901;10.22101879;7944.796096;46.8153175;42009.43853;75.17;0.821232712;0;100.0000029;19.2;6.1
Austria;2011;Europe;FALSE;80.98292683;8391643;8.135474381;10.02613258;8382.711154;46.85891905;44452.73275;78.7399931;0.790897558;0;100.0000029;19.6;6.1
Austria;2012;Europe;FALSE;80.93658537;8429991;7.723614487;10.19915581;8425.167753;46.9025206;46457.34578;80.02999392;0.778464251;0;100.0000029;20.1;6.3
Austria;2013;Europe;FALSE;81.13658537;8479823;7.753699576;10.28574944;8548.882199;46.94612215;47922.04912;80.6188;0.750825383;0;100.0000029;20.5;6.1
Austria;2014;Europe;FALSE;81.4902439;8546356;7.260404228;10.36809254;8509.61158;46.9897237;48799.71547;80.99582496;0.747780095;0;100.0000028;21;6.2
Austria;2015;Europe;FALSE;81.1902439;8642699;7.317158873;10.36746693;8355.841952;47.03332525;49865.90394;83.94014193;0.698138152;0;100;21.5;6.1
Bahrain;2000;Asia;FALSE;74.44;664610;23.8937121;3.56132603;20638.13743;0.521126761;42133.98012;6.153732546;3.961670969;0;99.91008053;21.2;0.53845
Bahrain;2001;Asia;FALSE;74.635;697550;23.49652355;3.68104196;20014.74549;0.542253521;42071.24668;15.03863425;4.148081632;0;99.91751872;21.5;0.53557
Bahrain;2002;Asia;FALSE;74.822;735140;23.42410876;3.85486555;20130.4566;0.563380282;41899.754;18.05072089;4.611106606;0;99.92495691;21.7;0.53654
Bahrain;2003;Asia;FALSE;74.999;778708;23.03816133;3.98856878;20016.59548;0.576388889;42875.91163;21.55494499;4.658832803;0;99.9323951;21.9;0.52568
Bahrain;2004;Asia;FALSE;75.167;829846;21.60641891;3.47338176;19775.06331;0.589041096;44197.88582;21.45868051;4.044928848;0;99.93983329;22.1;0.52948
Bahrain;2005;Asia;FALSE;75.326;889157;23.26923202;3.17561626;18983.04023;0.601351351;45422.94184;21.30373351;3.214381095;0;99.94727148;22.5;0.52709
Bahrain;2006;Asia;FALSE;75.478;958423;23.46563028;3.06248927;21325.8176;0.621621622;46249.75444;28.24395243;3.102947728;0;99.95470968;22.9;0.50684
Bahrain;2007;Asia;FALSE;75.625;1035924;22.20240095;3.30373311;21508.24845;0.633333333;47590.92303;32.91;2.956990234;0;99.96214787;23.4;0.48679
Bahrain;2008;Asia;FALSE;75.77;1114645;22.21335064;3.28510404;20592.24422;0.644736842;47893.28238;51.95;2.800161369;0;99.96958606;23.9;0.46918
Bahrain;2009;Asia;FALSE;75.913;1185075;20.8594387;4.05684614;18491.08909;0.664473684;46487.14945;53;3.61053525;0;99.97702425;24.5;0.46419
Bahrain;2010;Asia;FALSE;76.057;1240864;20.92896507;3.84291482;17459.65445;0.682414698;46878.08608;55;3.277755942;0;99.98446244;25;0.47
Bahrain;2011;Asia;FALSE;76.2;1278153;20.35750059;3.57691312;18038.23787;0.698826597;47377.49831;76.9999665;3.591497227;0;99.99190064;25.6;0.34
Bahrain;2012;Asia;FALSE;76.342;1299942;20.90093256;4.10642147;17912.56602;0.716883117;50675.62102;88;3.844573702;0;99.99933883;26.2;0.36
Bahrain;2013;Asia;FALSE;76.484;1315029;21.93867997;4.30853891;17849.25789;0.737662338;51494.41172;90.0000397;4.141451788;0;100;26.8;0.37
Bahrain;2014;Asia;FALSE;76.624;1336073;22.66343283;4.40681839;18693.12388;0.757457847;51101.97702;90.50313348;4.418589461;0;100;27.4;0.38
Bahrain;2015;Asia;FALSE;76.762;1371853;22.29101801;4.9869976;19596.9831;0.771208226;45575.78357;93.4783008;4.632877365;0;100;28.1;0.39
Bangladesh;2000;Asia;TRUE;65.447;127657862;0.169593942;2.07144356;97.16457802;14.75246293;1330.03556;0.071039423;1.357119181;16.77013429;94.73628029;1.1;0.00148
Bangladesh;2001;Asia;TRUE;65.956;130088709;0.198172464;2.06375051;104.6077366;14.72789045;1402.348408;0.129807974;1.288422776;15.77866165;94.90442754;1.2;0.00147
Bangladesh;2002;Asia;TRUE;66.43;132478077;0.207053129;2.25972915;115.144505;14.70331797;1452.12448;0.139920289;1.185764388;14.77443294;95.07781496;1.3;0.00109
Bangladesh;2003;Asia;TRUE;66.886;134791598;0.212401957;2.30958843;122.9863866;14.67874549;1524.346032;0.163877665;1.138286942;13.77956095;95.24974068;1.4;0.00065
Bangladesh;2004;Asia;TRUE;67.331;136986429;0.222868797;2.33950281;129.3923379;14.654173;1620.885204;0.199036334;1.123505863;12.79449404;95.42010696;1.5;0.00073
Bangladesh;2005;Asia;TRUE;67.773;139035505;0.235263641;2.41363597;165.308346;14.62960052;1754.727931;0.241637326;1.09089437;11.81975742;95.59186057;1.6;0.00012
Bangladesh;2006;Asia;TRUE;68.213;140921154;0.254752395;2.48439622;176.0773264;14.60502804;1903.738526;1;1.108238774;10.85529088;95.76021655;1.7;0.00101
Bangladesh;2007;Asia;TRUE;68.648;142660381;0.266296791;2.55897784;196.9399144;14.58045556;2067.677468;1.8;1.114480186;9.901515171;95.92502197;1.8;0.00092
Bangladesh;2008;Asia;TRUE;69.072;144304164;0.288141386;2.48848343;206.104875;14.55588308;2208.616328;2.5;1.059529893;8.958818692;96.0861324;1.9;0.00089
Bangladesh;2009;Asia;TRUE;69.485;145924795;0.306664813;2.56097794;207.526929;14.53130983;2308.982807;3.1;1.156730939;8.027558194;96.24343833;2.1;0.00151
Bangladesh;2010;Asia;TRUE;69.881;147575433;0.342739986;2.68101048;226.0479448;14.50673734;2439.337003;3.7;1.320837396;7.107841592;96.39688709;2.2;0
Bangladesh;2011;Asia;TRUE;70.256;149273134;0.364566595;2.76118398;247.2633775;14.4991442;2620.83379;4.5;1.355517777;6.200095368;96.54632933;2.4;0
Bangladesh;2012;Asia;TRUE;70.606;151005733;0.384025166;2.74823475;265.6405673;14.49155105;2937.628798;5;1.324419491;5.30484137;96.69158904;2.6;0
Bangladesh;2013;Asia;TRUE;70.93;152761413;0.396697028;2.65446854;283.4660589;14.4839579;3143.585503;6.63;1.258197522;4.422388071;96.83255493;2.7;0
Bangladesh;2014;Asia;TRUE;71.231;154517385;0.413092687;2.65588379;301.967618;14.47636475;3368.056164;11.9;1.279412463;3.552648541;96.96925348;2.9;0
Bangladesh;2015;Asia;TRUE;71.514;156256287;0.461997426;2.63947296;320.2099233;14.46877161;3555.50526;12.9;1.350969947;2.695839017;97.10160247;3.1;0
Belarus;2000;Europe;FALSE;68.91219512;9979610;5.304816521;5.2760601;3005.364257;40.78423253;5801.75813;1.860398126;1.346984151;0;99.27228634;19.9;1.18575
Belarus;2001;Europe;FALSE;68.50731707;9928549;5.225335545;5.70827103;2996.309475;40.9610341;6244.747744;4.300616022;1.438290747;0;99.27585121;20.2;1.15
Belarus;2002;Europe;FALSE;68.05609756;9865548;5.254649833;5.62329483;3009.402482;41.14007366;6704.592279;8.950971315;1.400245801;0;99.27938665;20.6;2.73
Belarus;2003;Europe;FALSE;68.55365854;9796749;5.379335611;5.76984167;3000.745625;41.3166951;7369.845906;11.407;1.2990639;0;99.28288538;20.9;3.2
Belarus;2004;Europe;FALSE;68.95609756;9730146;5.759420354;5.73709631;3063.056939;41.49495846;8491.894839;13.784;1.358222314;0;99.06604793;21.3;1.3344
Belarus;2005;Europe;FALSE;68.85121951;9663915;5.875465459;6.07036781;3174.053092;41.66728294;9647.121181;14.314;1.498453135;0;98.81829548;21.7;1.55644
Belarus;2006;Europe;FALSE;69.40487805;9604924;6.15517613;5.57381344;3245.372088;41.82864803;11006.45591;16.2;1.709412492;0;98.56788355;22.1;1.95326
Belarus;2007;Europe;FALSE;70.20731707;9560953;6.029733806;5.69203281;3365.981865;42.00521437;12332.50292;19.7;1.649765914;0;98.31485789;22.4;2.28644
Belarus;2008;Europe;FALSE;70.45609756;9527985;6.352864617;5.29415369;3393.908536;42.18095435;13898.99968;23;1.453492852;0;98.0592468;22.8;2.45578
Belarus;2009;Europe;FALSE;70.40731707;9504583;6.03919199;5.39037848;3481.743517;42.3577364;14050.57156;27.43;1.372576981;0;97.80112807;23.3;2.33006
Belarus;2010;Europe;FALSE;70.40487805;9483836;6.50264283;5.65693998;3299.460902;42.53284837;15361.83171;31.8;1.341383433;0;97.53976199;23.7;2.37
Belarus;2011;Europe;FALSE;70.55365854;9461643;6.18814293;4.87438536;3566.173013;42.53462126;16563.20141;39.64889566;1.22449511;0;97.27530465;24.1;2.3
Belarus;2012;Europe;FALSE;71.96585366;9446836;6.344981391;5.245327;3632.87856;42.54037723;18105.28672;46.91;1.229218722;0;97.00804146;24.6;2.19
Belarus;2013;Europe;FALSE;72.47073171;9443211;6.352712195;5.69559479;3704.309041;42.54194019;18994.19019;54.17;1.270796652;0;96.73802951;25.1;2.36
Belarus;2014;Europe;FALSE;72.97073171;9448515;6.29728587;5.38793373;3657.124679;42.53176531;19008.06102;59.02;1.26884247;0;96.46534969;25.6;2.16
Belarus;2015;Europe;FALSE;73.62439024;9461076;5.79426692;6.06533337;3690.103683;42.53416626;18095.66518;62.23036091;1.257482359;0;96.47706709;26.1;2
Belgium;2000;Europe;FALSE;77.72195122;10251250;11.43958054;7.9991765;7944.129807;22.03764861;27784.5715;29.43169169;1.341210276;0;100.0000036;18.6;6.14678
Belgium;2001;Europe;FALSE;77.97317073;10286570;11.50432068;8.14988804;8247.677113;22.11218626;28788.06284;31.28839551;1.276504166;0;99.99999586;19;6.07269
Belgium;2002;Europe;FALSE;78.07560976;10332785;10.72798848;8.3182106;8267.187216;22.18672391;30282.28865;46.33;1.215712208;0;99.99999971;19.4;6.07494
